FC,Significance,GeneNames,Color
1.36288034414921,2.88009680928517,,#5D3a9B
-2.35893853235028,1.87142762243709,,#FFC20A
-1.25736545303886,2.96491866874193,,#FFC20A
-1.84416502694234,2.37758256563795,,#FFC20A
-2.69207335873458,1.52269238319755,,#FFC20A
-1.29712289460262,2.91675241518116,,#FFC20A
-2.24933370552608,1.95789651222468,,#FFC20A
-1.78879905249873,2.41046971748726,,#FFC20A
-1.79349732912732,2.4023362662913,,#FFC20A
-0.93753433333992,3.25714514318838,,#FFC20A
2.38525174276872,1.79687979388486,,#5D3a9B
-2.5505555939349,1.62887123328388,,#FFC20A
2.28874953703706,1.88563510762422,,#5D3a9B
2.53823661470507,1.6357024015655,,#5D3a9B
1.23210786988962,2.93882498242002,,#5D3a9B
2.09376203679667,2.07666601813525,,#5D3a9B
-1.08389532442175,3.083633775127,,#FFC20A
1.74204818539918,2.42478424933149,,#5D3a9B
1.69363999846119,2.47127594759276,,#5D3a9B
-1.46522211476427,2.69330344386866,,#FFC20A
2.19135595320595,1.95391803110874,,#5D3a9B
2.51644039909406,1.61678144935039,,#5D3a9B
-1.70762165427227,2.42379847568836,,#FFC20A
-2.84416502694234,1.28379397316679,,#d3d3d3
-0.742923860439084,3.38359074297737,,#FFC20A
1.78389181276047,2.33890584481457,,#5D3a9B
-2.08982022499774,2.03223477998455,,#FFC20A
-1.03905976263017,3.07997150351741,,#FFC20A
2.48373703727744,1.63323213793725,,#5D3a9B
-1.73685566197989,2.37898283997229,,#FFC20A
2.36288034414921,1.75167292061947,,#5D3a9B
-1.33825154297286,2.77330896802976,,#FFC20A
-1.11425386610151,2.99553308658513,,#FFC20A
2.04309433898166,2.06451492849399,,#5D3a9B
2.52957154519409,1.57281891443292,,#5D3a9B
-1.28665651607368,2.81474385466107,,#FFC20A
-1.7875233597949,2.31026072986728,,#FFC20A
-1.94761173381306,2.14132348433006,,#FFC20A
-2.72928230314653,1.35674804976601,,#FFC20A
1.70976100564832,2.37229378797538,,#5D3a9B
-1.80232139958105,2.2778359990358,,#FFC20A
2.04309433898166,2.03668562558401,,#5D3a9B
1.70976100564832,2.36925215355427,,#5D3a9B
-1.51083169360901,2.56602231560206,,#FFC20A
-2.43267660906333,1.64384634154232,,#FFC20A
1.65288808177752,2.42348075152699,,#5D3a9B
-1.57700934599151,2.49710833600081,,#FFC20A
-2.61330786867309,1.45762550919158,,#FFC20A
-1.95678823986114,2.11333009394517,,#FFC20A
1.98645267183422,2.08163778812421,,#5D3a9B
-2.20286601997094,1.86404712775338,,#FFC20A
-0.824533797257818,3.24101310630547,,#FFC20A
-0.52832083357372,3.52991887240126,,#FFC20A
-1.30292811551378,2.75449848603719,,#FFC20A
-2.73118685354466,1.32605326642201,,#FFC20A
-1.79094613827951,2.25709900241695,,#FFC20A
1.55769129529428,2.48759961255613,,#5D3a9B
-1.70668335488838,2.33777862547168,,#FFC20A
1.65311933850088,2.39118843921315,,#5D3a9B
1.65311933850088,2.39118843921315,,#5D3a9B
1.65311933850088,2.39118843921315,,#5D3a9B
1.65311933850088,2.39118843921315,,#5D3a9B
1.65311933850088,2.39118843921315,,#5D3a9B
1.65311933850088,2.39118843921315,,#5D3a9B
1.6112757111396,2.42944570348823,,#5D3a9B
1.78367366880256,2.25561568480312,,#5D3a9B
1.89877453655629,2.13457621446171,,#5D3a9B
2.1814401720746,1.85032607578242,,#5D3a9B
2.1814401720746,1.85032607578242,,#5D3a9B
1.95541620370372,2.0709069902188,,#5D3a9B
-1.32929517808082,2.69506030197474,,#FFC20A
-2.02100326584193,2.00328516331636,,#FFC20A
-1.70581919384939,2.31684629956333,,#FFC20A
-1.49131039611081,2.5283127313291,,#FFC20A
1.42709537013001,2.59199224794542,,#5D3a9B
1.86773806842579,2.1502072514336,,#5D3a9B
2.04309433898166,1.9726314689313,,#5D3a9B
2.04309433898166,1.9726314689313,,#5D3a9B
-1.09618983264698,2.91546065636485,,#FFC20A
